BREAK & DONUTS;ANICETO PADILLA N° 574;Internacional;30;http://www.breakanddonuts.com.bo/;https://www.facebook.com/Break.and.Donuts?fref=ts
COMPAÑIA INDUSTRIAL DE TABACOS S.A.;Av. MARTIN CARDENAS FINAL SUD COLCAPIRHUA;Area Externa;1D25E;NO TIENE;https://www.facebook.com/pages/Compa%C3%B1ia-Industrial-De-Tabacos-Sa/626565230797127?fref=ts
EXIMBOL S.R.L.;Av. GUALBERTO VILLARROEL Nº 1160 EDIF. PRESIDENTE I TEJADA PLANTA BAJA;Bolivia;58, 59, 60, 70, 71, 72, 73;NO TIENE;https://www.facebook.com/pages/Eximbol-SRL/430810496999093?ref=ts&fref=ts
COMERCIALIZADORA EMASA BOLIVIA SRL;Av. BANZER 8VO ANILLO Nº 8500;Bolivia;49;NO TIENE;NO TIENE 
CLINICA BOLIVIANA AMERICANA;Av. SAN MARTIN Nº 1023 ENTRE MONTES Y HONDURAS;Internacional;14;http://www.boliviayp.com/company/25781/CLINICA_BOLIVIANA_AMERICANA;NO TIENE 
ARTE & MUEBLES;Av. BEIJING ESQ ANGELICA ASCUI;Bicentenario;6;NO TIENE;NO TIENE 
EL ROBLE SYSTEMS;Av. TUNUPA PASAJE C Nº 26;Internacional;92, 93;NO TIENE;NO TIENE 
SERVICIO INDUSTRIAL Y MAQUINARIA ANTEZANA SRL;ZONA SANTA ROSA C. 5 ENTRE AV ARICA Y CIVICA;Internacional;53;http://www.simasrl.com/;NO TIENE 
SERVICIO INDUSTRIAL Y MAQUINARIA ANTEZANA SRL;ZONA SANTA ROSA C. 5 ENTRE AV ARICA Y CIVICA;Area Externa;1C16E;http://www.simasrl.com/;NO TIENE 
DECOMOMENTO;Km 7 1/2 Blanco Galindo 44;Artesanal;41;NO TIENE;
ESTUDIO CONSTRUCTORA FUENTES;C. LANZA Nº 570 ENTRE CALAMA Y LADISLAO CABRERA;Bicentenario;17, 18;NO TIENE;https://www.facebook.com/pages/Estudio-Fuentes-Magne-Constructora/346766598844537?fref=ts
JAGUAR BOLIVIA SRL;Av. CAPITAN VICTOR USTARIZ KM 6,7;Internacional;64;NO TIENE;NO TIENE 
CHOCOLATES TABOADA SRL;C. Daniel Campos 82;Bicentenario;31;NO TIENE;https://www.facebook.com/ChocolatesTaboada?fref=ts
EMBRIOVID S.R.L.;Av. Oquendo Nº 654;Bolivia;48;http://www.embriovid.com/web4/noticias.php;https://www.facebook.com/embriovid?fref=ts
RESIDE SRL;Av. America Nº 1108 Edif. Terrado Piso 5 Of. 4 Arriba BNB;Bolivia;109, 110;NO TIENE;NO TIENE 
BANCO MERCANTIL SANTA CRUZ;NATANIEL AGUIRRE N° 201 ESQUINA CALAMA;Area Externa;2A25E;https://www.bmsc.com.bo/personas/Pagina%20Default/default.aspx;https://www.facebook.com/BancoMercantilSantaCruz?fref=ts
RESTAURANT JUANA;Av. Siglo XX Nº 150 Zona Alalay Norte Barrio Minero;Area Externa;2C43E;NO TIENE;NO TIENE 
FURNITURE & TEEN DESIGN SRL;Av. Uyuni Nº 541 Zona Queru Queru;Internacional;90;http://imbolivia.com/e/furniture-teen-design-s-r-l;NO TIENE 
IMBA S.A.;Av. CAPITAN VICTOR USTARIZ 4 1/2;Plaza de Comidas;4;NO TIENE;https://www.facebook.com/ImbaBolivia?fref=ts
BANCO NACIONAL DE BOLIVIA S.A.;Nataniel Aguirre Nº 198 esq. Jordan;Area Externa;2A14E;http://www.bnb.com.bo/;https://www.facebook.com/BancoNacionaldeBoliviaSA
PLASTICOS CARMEN SRL;Av. Uruguay Nº 640;Area Externa;1B5E;http://amerpages.com/spa/bolivia/items/view/3771/plasticos-carmen-s-r-l;NO TIENE 
CAMARA DE INDUSTRIA FARMACEUTICA BOLIVIANA;Pasaje Chopin casi Grover Ferrufino Urb. Profesional;Bolivia;78;NO TIENE;NO TIENE 
PREVIOUs PUB;25 de Mayo Nº 0811;Area Externa;1D26E;NO TIENE;NO TIENE 
MACERBOL IMPORT - EXPORT S.R.L;Barrio Conavi Clle Cnel A. Aymerich Nº 3465;Internacional;111;NO TIENE;NO TIENE 
LIMON MEXICAN GRILL;Av. Santa Cruz Nº 1585;Plaza de Comidas;14;NO TIENE;NO TIENE 
AGROTE - ASOCIACION AGROINDUSTRIAL DE PRODUCTORES DE TE;Av. Villazon km 10 1/2 frente a surtidor City True Comercial Vergara;Bicentenario;40;http://cambioclimatico.forolacfr.org/materiales/PDFs/Taller_VIII/Rolando_Sahonero-Sartawi-Bolivia.pdf;NO TIENE 
CORMAQ S.A.;C. HAMIRAYA N° 0291 ESQ. CALAMA;Area Externa;2A9E;http://www.cormaqsa.com/;NO TIENE 
AUTOCORPORACION SERCOA SRL;Av. Ramon Rivero Nº 642;Area Externa;2B46E;NO TIENE;NO TIENE 
WAYRA IMPORTACIONES SRL;Av. Blanco Galindo km 6 1/2;Area Externa;2A16E;NO TIENE;NO TIENE 
IRUPANA ANDEAN ORGANIC FOOD S.A.;Av. Costanera Nº 36 Villa La Merced;Bicentenario;94;http://www.irupanabio.com/nempresa/3.html;https://www.facebook.com/irupanasa?fref=ts
AGRONAT S.A.;C. Felipe II Guzman Nº 1578 - La Paz;Bicentenario;92;http://www.agronat.com/;https://www.facebook.com/AGRONAT
FLOR DE LECHE SRL;Pucarani Achocalla La paz;Bicentenario;93;http://www.flordeleche.com/;https://www.facebook.com/pages/Chalet-Flor-de-Leche/541205155891203
LAUREANO ROJAS;Av. Heroinas Nº 534;Internacional;33;NO TIENE;NO TIENE 
JOYAS SOLANGIE;Ladislao Cabrera Nº 467 entre San Martin y 25 de Mayo;Bicentenario;20;NO TIENE;https://www.facebook.com/pages/Joyas-Solangie/543833422365114?fref=ts
SHEN TIANYING;Av. Omar Chavez Nº 664;Internacional;112;NO TIENE;NO TIENE 
CONSTRUCTORA CABEZAS & CABEZAS SRL;C. Jordan 0672 edif. Ali Of. 1 planta baja;Internacional;68;NO TIENE;https://www.facebook.com/pages/Studio-Constructora-CABEZAS-srl/178779242148091
MUEBLES SANTIAGO SRL;Av. Reducto s/n Pasaje Santiago;Bicentenario;28, 29;NO TIENE;https://www.facebook.com/pages/Muebles-Santiago/187603148092611
FERIAS Y EVENTOS FEBOL;C. Capitan Castrillo Nº 633;Bolivia;69;NO TIENE;NO TIENE 
TAIYO MOTORS S.A.;Av. Pando Nº 1191;Area Externa;2A28E;http://www.nissan.com.bo/sp/web/homepage/index.htm;https://www.facebook.com/groups/nissantrinidad/?fref=ts
ECN FRIOTEC;C. Papa Clemente Nº 84 Zona Mesadila;Bicentenario;70;NO TIENE;NO TIENE 
CONSULADO DE LA REPUBLICA ARGENTINA EN COCHABAMBA;C. Federico Blanco Nº 929;Internacional;46, 47, 48, 49, 50, 51, 52, 56, 57, 58, 59, 60;NO TIENE;NO TIENE 
EL PALACIO DEL SILPANCHO;C. Baptista Nº 434;Plaza de Comidas;15;NO TIENE;https://www.facebook.com/pages/El-Palacio-Del-Silpancho/220645167986408?fref=ts
CRISTEMBO SRL;Av. BLANCO GALINDO KM 7;Area Externa;2A10E;http://cristembo.com/;NO TIENE 
APPSBOL SRL;C. Irigoyen Nº 302;Internacional;55;NO TIENE;NO TIENE 
BOLHISPANIA S.A.;C. Federico Blanco Nº 831;Bolivia;50;NO TIENE;https://www.facebook.com/bolhispania.sa?fref=ts
INSTITUTO DE FORMACIÓN FEMENINA INTEGRAL IFFI;C. Benjamin Guzman Nº 20 Plazuela J Rivera Luna, Zona Muyurina Tupuraya;Bicentenario;11, 12;NO TIENE;NO TIENE 
LAURO & CIA;Av. HEROINAS N° 534;Internacional;41, 42;NO TIENE;NO TIENE 
FABOCE SRL;Av. CHAPARE Nº 08490 ZONA HUAYLLANI;Area Externa;3A8E;http://www.faboce.com.bo/;https://www.facebook.com/ceramicas.faboce
LINEA AEREA ECOJET S.A.;Plazuela Constitucion esq. 16 de Julio;Area Externa;2A37E;http://www.ecojet.bo/;NO TIENE 
INDUSTRIAS VENADO S.A.;C. TENIENTE OQUENDO Nº 103;Area Externa;1B2E;http://www.grupovenado.com/;NO TIENE 
CALZADOS HB;C. Matias Cotrina 910 zona Lajma - Itocta;Bicentenario;38;NO TIENE;NO TIENE 
EMPANADERÍA WISTUPIKU;C. Lanza Nº 619;Plaza de Comidas;16;http://www.wistupiku.com/;NO TIENE 
PANABOL LTDA;Av. Trompillo 2do Anillo;Bicentenario;60;http://www.panabolautoparts.com/;https://www.facebook.com/PanabolLtda?fref=ts
CON CALIDAD;C. Heores del chaco Nº 3614 Zona Pasankeri;Integracion;24;NO TIENE;NO TIENE 
INVERSIONES SUCRE S.A.;C. La Paz Nº 271 entre Junin y Hamiraya;Bolivia;62, 63, 67, 68;http://www.concretec.com.bo/new/index.php;https://www.facebook.com/pages/Inversiones-Sucre-SA/279841172047054?fref=ts
INDUSTRIAS ALIMENTICIAS CABRERA;PARQUE INDUSTRIAL MANZANA N° 1;Internacional;34;NO TIENE;NO TIENE 
ODONTO VIA;C. Antezana n° 178;Area Externa;2A41E;NO TIENE;NO TIENE 
PRODUCTOS ECOLOGICOS NATURALEZA S.A.;Av. Melchor Urquidi 2161;Bolivia;104, 105;http://www.comunidadandina.org/atrc/41/seminario/productos_ecologicos_naturales_bolivia.pdf;https://www.facebook.com/frutteecologica?fref=ts
CASTELLINI SRL;Av. América Nº 365 edif. Palma Real piso 6 dpto 6b zona Queru Queru;Area Externa;1B14E;NO TIENE;NO TIENE 
EOD MEDICAL;Av. Heroinas esquina Antezana;Area Externa;3B9E;NO TIENE;https://www.facebook.com/Omar.carpio.chirinos?fref=ts
MONOPOL LTDA;C. Claudio Ptolomeo Nº 258 entre Beijing y G. Suarez;Area Externa;2A11E;http://www.pinturasmonopol.com/;https://www.facebook.com/pinturasmonopolLt?fref=ts
USM BOLIVIA SRL;Av. HEROINAS Nº 601;Area Externa;3A15E;NO TIENE;https://www.facebook.com/usm.bolivia?fref=ts
RECAUCHUTADORA POTOSI;Av. BLANCO GALINDO KM 7;Internacional;19, 20;NO TIENE;https://www.facebook.com/recauchutadorapotosi?fref=ts
KATALEYA COFFEE;Av. Portales entre Av. Santa Cruz y Tomas Frias 1485;Bolivia;97;NO TIENE;https://www.facebook.com/kataleya.coffeandpub?fref=ts
CREACIONES BOLIVIANAS UMBO;C. Isiboro N° 1136 zona sud;Artesanal;1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;NO TIENE;NO TIENE 
CREACIONES BOLIVIANAS UMBO;C. Isiboro N° 1136 zona sud;Artesanal;13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24;NO TIENE;NO TIENE 
CREACIONES BOLIVIANAS UMBO;C. Isiboro N° 1136 zona sud;Artesanal;25, 26, 27, 28, 29, 30, 31, 32;NO TIENE;NO TIENE 
AUTOMUNDO BOLIVIA SRL;Av. Libertador Bolivar Nº 1418;Area Externa;1B9E;http://www.automundobolivia.com/;https://www.facebook.com/profile.php?id=100009255367210&fref=ts
CARPINTE ART BOLIVIA SRL.;Av. America Nº 360 Edif. Torre Norte PB Of. B;Area Externa;3B7E;http://www.carpinteart.bo/;NO TIENE 
TRANSBEL S.A.;4TO ANILLO ENTRE PARAGUA Y MUTUALISTA EDIF BELCORP;Area Externa;2A40E;NO TIENE;https://www.facebook.com/profile.php?id=100009041345244&fref=ts
FACTORY SRL;Av Ramon Rivero edif Cine Center;Plaza de Comidas;6;NO TIENE;https://www.facebook.com/factorysantacruz?fref=ts
IMPORTADORA CAMPERO;Av. Libertador Bolivar Nº 1553 Casi Av. America;Area Externa;2A5E;NO TIENE;https://www.facebook.com/ImportadoraCampero?fref=ts
NUEVATEL PCS DE BOLIVIA S.A.;Av. SANTA CRUZ N°1344;Area Externa;2A8E;http://www.viva.com.bo/?utm_expid=46259348-1.3vihQF7cR_20sRPimBLl3Q.0&utm_referrer=https%3A%2F%2Fwww.google.com.bo%2F;https://www.facebook.com/viva.nuevatelpcs?fref=ts
NUEVATEL PCS DE BOLIVIA S.A.;Av. SANTA CRUZ N°1344;Area Externa;2A32E;http://www.viva.com.bo/?utm_expid=46259348-1.3vihQF7cR_20sRPimBLl3Q.0&utm_referrer=https%3A%2F%2Fwww.google.com.bo%2F;https://www.facebook.com/viva.nuevatelpcs?fref=ts
SJ CORP;C. Caracol Nº 17 Tiquipaya sobre Av. Ecologica;Artesanal;44;NO TIENE;NO TIENE 
PATITAS DESCALZAS;Av. Pando esq. Jacaranda;Artesanal;37, 38;NO TIENE;NO TIENE 
TAIYO MOTORS S.A.;Av. Pando Nº 1191;Bicentenario;105, 106;http://www.nissan.com.bo/sp/web/homepage/index.htm;https://www.facebook.com/groups/nissantrinidad/?fref=ts
TRIBALINK;C. Cochabamba Tiquipaya;Artesanal;34;NO TIENE;NO TIENE 
INDUSTRIAS DURALIT S.A.;C. MIGUEL LANZA N° 0205;Area Externa;2A35E;http://www.duralit.net/;https://www.facebook.com/duralitbolivia?fref=ts&rf=237485152974871
NACIONAL VIDA S.A.;Av. America Nº 397;Bolivia;95, 96;http://www.nacionalvida.com.bo/;https://www.facebook.com/profile.php?id=100008365176419&fref=ts
MANZANAS CANDY 1;COÑA COÑA PASAJE K;Pastillas;Manzana 1;NO TIENE;NO TIENE 
COMPLEJO TURISTICO TERRAMIA RESORT & SPA S.A.;Km 38 Norte Warnes y Montero - Santa Cruz;Bolivia;33, 34;http://terramiaresort.com/;NO TIENE 
IMPORT EXPORT LAS LOMAS LTDA;C. Junin Nº 633 esq. Ladislao Cabrera;Area Externa;2A12E;NO TIENE;NO TIENE 
FLOR DE LOTO;C. Sucre esq Esteban Arce;Artesanal;39;NO TIENE;NO TIENE 
IMSERMAQ;Av. Alto de la Alianza Nº 742;Internacional;54;http://imsermaq.wix.com/imsermaq;https://www.facebook.com/Imsermaq?fref=ts
OLAM;C. Nataniel Aguirre Nº 389 casi esq Jordan;Artesanal;59;NO TIENE;NO TIENE 
HOTELES Y CONVENCIONES DEUTSCHLAND S.A.;C. Luis Mostajo Nº 100 esq Atahuallpa;Plaza de Comidas;3;NO TIENE;NO TIENE 
DABALASH;Dorbigni Nº 2011 entre Av. Melchor Perez y Mar del Plata;Integracion;36;NO TIENE;NO TIENE 
ARTESANOS BICENTENARIO;Av. Oncologico Tiquipaya;Artesanal;35, 36, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54;NO TIENE;NO TIENE 
CAFELATTE;Av. Peru 460;Internacional;32;NO TIENE;NO TIENE 
INMOBILIARIA KANTUTANI S.A.;Av.Martin de la Rocha Nº 1407 esq. Calancha;Bicentenario;61, 62;NO TIENE;NO TIENE 
PASTILLAS 1;LOLA TABORGA DE REQUENA ZONA SARCO;Pastillas;2;NO TIENE;NO TIENE 
PASTILLAS 3;URB. SANTO DOMINGO N° 134;Pastillas;4;NO TIENE;NO TIENE 
PASTILLAS 2;C. LEON TOLSTEIN N° 704;Pastillas;3;NO TIENE;NO TIENE 
PASTILLAS 4;BARRIO TEMPORAL;Pastillas;6;NO TIENE;NO TIENE 
FLOR EXPORT;C. Santa Cruz s/n zona paucarpata Quillacollo;Integracion;26;NO TIENE;https://www.facebook.com/grupoempresarial.kantutani?fref=ts
MANZANAS CANDY 2;C. Ricardo Soruco Santa Barbara;Pastillas;Manzana 2;NO TIENE;NO TIENE 
INDUSTRIAS QUÍMICA NACIONAL;C. Rafael Urquidi Nº 226 casi Colombia (Costanera);Bicentenario;63;NO TIENE;NO TIENE 
TOYOSA S.A.;Av. America Nº 1632 esq. Tupac Amaru;Area Externa;1B35E;http://www.toyosa.com/;https://www.facebook.com/TOYOSA.SA
A&E;Av. Medinacelli Nº 1465;Internacional;66;NO TIENE;NO TIENE 
MANCOMUNIDAD DEL TROPICO;Av. Del Estudiante entre C. Marcelo Quiroga;Integracion;4;NO TIENE;NO TIENE 
REGASA INDUSTRIA Y COMERCIO LTDA.;Av. Eliodoro Villazon N° 11150;Internacional;3, 4, 5;NO TIENE;NO TIENE 
Coordinadora de Integracion de Organizaciones Economicas Campesinas de Cochabamba - CIOEC;C. Bartolome de las Casas #1357 entre Av. Calancha y pasaje zoologico;Bicentenario;33;NO TIENE;NO TIENE 
CREACIONES LENNY;C. Reza 315 esq. España;Artesanal;42, 43;NO TIENE;NO TIENE 
COMERCIAL HEREDIA;C. Nataniel Aguirre Nº 389 casi esq Jordan;Artesanal;60;NO TIENE;NO TIENE 
MANZANAS CANDY 3;km 4 Av. Petrolera Barrio San Miguel Zona Sud;Pastillas;Manzana 3;NO TIENE;NO TIENE 
PIZZERIA NAPOLIS;LIBERTADOR BOLIVAR N°1323;Plaza de Comidas;1;NO TIENE;https://www.facebook.com/pages/Pizzeria-Napolis/336727936422960?fref=ts
PASTILLAS 6;VILLA JERUSALEN S/N;Pastillas;7;NO TIENE;NO TIENE 
AMERICAN TRADING COMPANY SRL;Parque Industrial Zona Este Final Av. Prolongacion Paragua;Area Externa;1D20E;NO TIENE;NO TIENE 
PETER IND;C. Ana Pavlova final Juan de la Rosa y America Oeste;Artesanal;33;NO TIENE;NO TIENE 
PETER IND;C. Ana Pavlova final Juan de la Rosa y America Oeste;Artesanal;55;NO TIENE;NO TIENE 
SHOPPING VC;Av. America Nº 652 casi Potosi;Area Externa;2B47E;NO TIENE;NO TIENE 
HACIENDA JD;Av. Juan de la Rosa edif Torre Rivero planta baja C;Artesanal;56;NO TIENE;NO TIENE 
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;1B12E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
MANZANAS CANDY 4;C. Armando Gutierrez Nº 04 Zona Coña Coña;Pastillas;Manzana 4;NO TIENE;NO TIENE 
PASTILLAS 12;Ciudad del Niño esq Circunvalación cerca parque bicentenario;Pastillas;13;NO TIENE;NO TIENE 
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;2B33E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;2B48E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;3B13E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;3B14E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
AUTORIDAD DE FISCALIZACIÓN Y CONTROL SOCIAL DEL JUEGO;C. 16 de Obrajes Nº 220;Bolivia;83, 84;http://www.aj.gob.bo/sitios/sitioWebAJ/Paginas/Principal.aspx;NO TIENE 
CONCESIONARIA ARNEZ ROMAN SRL;Av. Beijing Nº 1323;Area Externa;3A1E;NO TIENE;NO TIENE 
TERMOLATINA BOLIVIA S.R.L;C. Baptista esq. Mexico 499;Bicentenario;41;http://www.termolatinabolivia.com/;NO TIENE 
JOTTA EVOLUTION SRL;Av. Apumallan Nº 420 Piso 1 Of. 6;Bicentenario;57;NO TIENE;NO TIENE 
ACUAVID IMPORT & EXPORT;C. Urinsaya 23 frente escuela Santiago Apostol EL PASO;Internacional;72, 73;NO TIENE;https://www.facebook.com/pages/Acuavid-Import-Export/163343957083298?fref=ts
STP SANEAR SRL;Parque Industrial Mza 43 A L/8;Area Externa;1C17E;http://www.boliviawebdirectory.com/mas_detalles.php?emp=8359;https://www.facebook.com/pages/STP-Sanear/915689278494589?fref=ts
SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL - SACI;Av. Blanco Galindo Km 6 1/2;Area Externa;2A38E;http://www.saci.com.bo/;https://www.facebook.com/pages/SACI-Sociedad-An%C3%B3nima-Comercial-Industrial/473154326032006?fref=ts
BANCO GANADERO S.A.;Av. Ayacucho Nº 174;Area Externa;2A27E;https://www.bg.com.bo/;https://www.facebook.com/bg.com.bo?fref=ts
ARTESANOS PRODUCTORES COCHABAMBA (MI LLAJTA, INTI Y SARTAWI ANDINO);Pasaje Joaquin Zenteno Anaya Nº 77;Area Externa;1C18E;NO TIENE;NO TIENE 
COMERCIAL JG;Av. Simon Lopez Nº 2114;Artesanal;58;NO TIENE;NO TIENE 
COOPERATIVA BOLIVIANA DE CEMENTO,INDUSTRIAS Y SERVICIOS - COBOCE LTDA;Av. San Martin Nº 558;Area Externa;1B13E;http://www.coboce.com/;https://www.facebook.com/Coboce?fref=ts
COOPERATIVA BOLIVIANA DE CEMENTO,INDUSTRIAS Y SERVICIOS - COBOCE LTDA;Av. San Martin Nº 558;Area Externa;2A18E;http://www.coboce.com/;https://www.facebook.com/Coboce?fref=ts
MAUX;C. Espinoza Nº 2950 entre Niceto Rodriguez y Av. 2da;Artesanal;57;NO TIENE;NO TIENE 
COVIDEX;Av. Petrolera Km 2 1/2 lado vidriolux 156;Integracion;2;NO TIENE;NO TIENE 
COVIDEX;Av. Petrolera Km 2 1/2 lado vidriolux 156;Integracion;38;NO TIENE;NO TIENE 
IMCRUZ COMERCIAL S.A.;America N° 342;Area Externa;2B34E;http://www.imcruz.com/;https://www.facebook.com/ImcruzBolivia?fref=ts
FARMACIA CRESPO;C. Montero Nº 0716;Area Externa;2 FARMACIA;NO TIENE;https://www.facebook.com/pages/Farmacia-Crespo/341901542568248?fref=ts
BANCO UNION S.A.;Av. Ballivian Nº 725;Area Externa;1-ATM;http://www.bancounion.com.bo/;https://www.facebook.com/bancounion
CROWN LTDA;Plazuela Constitucion Av. Salamanca esq. 16 de Julio;Area Externa;1A36E;http://www.mo-bus.com/comunidad/3739-crown-ltda/profile;https://www.facebook.com/crownbolivia?fref=ts

